DRGDefinition,ProviderName,ProviderCity,ZipCode,RefRegion,Discharges ,AvgCoveredCharges,AvgTotPayments,AvgMedicarePayment
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,19,39012.84,14138.78,13665.52
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,16,88258.5,23701.06,22785.31
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,102,83507.98,23321.75,20415.07
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,17,60430.11,18972.76,18049.94
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,35,71422.05,20188.28,19227.14
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,20,54206.2,14574.25,13565.05
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,42,58018.97,14857.76,13397.11
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,17,66635.23,22700.76,19562.11
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,53,103341.77,25345.5,23858.37
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,55,55759.87,14396.32,12395.98
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,203,66850.04,15823.81,12742.53
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,22,48743.86,12723,11751.18
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,79,52972.1,13903.16,10972.45
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,17,37203.47,13171.35,10493.05
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,57,56552.42,17107.29,11159.43
252 - OTHER VASCULAR PROCEDURES W MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,22,72024.86,23256.77,22696.63
252 - OTHER VASCULAR PROCEDURES W MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,84,90102.05,24843.41,22761.01
253 - OTHER VASCULAR PROCEDURES W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,11,47840.63,17220.63,16257.54
253 - OTHER VASCULAR PROCEDURES W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,75,67310.85,18603.05,15946.53
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,81,60132.98,12376.01,10817.5
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,25,28930,12957.4,11782.24
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,50,39837.14,14467.5,13647.86
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,24,34501.45,11383.16,10450.5
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,20,21854.2,8805.85,7375.9
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,40,26635.75,9039.97,7756.8
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,17,18024.11,7208.41,6281.82
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,13,26858.46,5783.3,4830.38
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,34,21154.35,6007.14,5114.79
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,26,16730.11,5216.92,4194.96
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,19,45662,17869.21,13069.26
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,51,28502.62,8024.29,6429.74
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,80,35312.15,9638.48,7483.7
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,11,36155.27,6763.54,5840.27
291 - HEART FAILURE & SHOCK W MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,70,23919.35,10597.91,10003.22
291 - HEART FAILURE & SHOCK W MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,94,38342.18,11869.5,11037.92
291 - HEART FAILURE & SHOCK W MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,55,25660.38,9333.21,8600.41
291 - HEART FAILURE & SHOCK W MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,68,15088.48,8726.2,7882.52
292 - HEART FAILURE & SHOCK W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,73,16121.95,7348.46,6600.76
292 - HEART FAILURE & SHOCK W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,109,21613.6,7986.9,6833.6
292 - HEART FAILURE & SHOCK W CC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,57,17879.56,6558.77,5810.28
292 - HEART FAILURE & SHOCK W CC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,24,15687.25,6305.83,5601
293 - HEART FAILURE & SHOCK W/O CC/MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,24,10218.16,4904.91,4063.91
293 - HEART FAILURE & SHOCK W/O CC/MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,19,17321.15,5923.36,4104.94
293 - HEART FAILURE & SHOCK W/O CC/MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,19,12258.1,4421.15,3716.31
293 - HEART FAILURE & SHOCK W/O CC/MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,17,12954.94,4282.94,3483.88
300 - PERIPHERAL VASCULAR DISORDERS W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,18,17674.5,6904.88,6152
300 - PERIPHERAL VASCULAR DISORDERS W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,24,33800.58,7364.95,6434.95
300 - PERIPHERAL VASCULAR DISORDERS W CC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,15,15631.2,7113.4,5195.13
300 - PERIPHERAL VASCULAR DISORDERS W CC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,12,12829.41,5508.16,5036.5
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,19,19481.78,4908.31,3842.63
303 - ATHEROSCLEROSIS W/O MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,11,14984.9,4569.81,3192.72
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,36,20254.91,8850.38,7846.66
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,51,31215.37,9755.82,8961.17
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,18,25980.66,7739.33,6928.88
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,23,32466.26,9719.3,8740.52
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,46,13344.67,6011.73,5303.65
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,57,13965.75,6727.19,5189.47
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,28,14881.78,5282.21,4322.21
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,17,13556.23,5133.64,4406.82
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,50,8709.56,4164.76,2956.5
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,85,10817.45,4533.64,3229.04
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,19,11124.47,3936.84,2455.52
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,15,11100.53,3746.73,2187.46
312 - SYNCOPE & COLLAPSE,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,31,16102.03,5165.87,4019.38
312 - SYNCOPE & COLLAPSE,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,27,18594.33,5748.62,4432.59
312 - SYNCOPE & COLLAPSE,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,29,14192.24,4709.48,3574.24
312 - SYNCOPE & COLLAPSE,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,12,18534.33,4482.5,3552.5
313 - CHEST PAIN,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,41,14470.19,3958.78,2932.68
313 - CHEST PAIN,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,16,21384,4528.56,2700
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,27,35396.81,13786,12126.96
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,68,40318.57,14141.76,12710.88
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,13,36377.61,11480,10795.69
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,13,17368.53,6936.92,6414.46
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,11,44823.09,8745.18,6375.54
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,24,121291.87,42178.29,41614.95
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,41,123189.29,44642.82,40585.21
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,22,94443.86,37565,36622.54
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,16,69147.93,30335.31,27053.93
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,31,58038.54,18770.12,15874.58
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,65,43770.61,19468.21,17398.23
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,19,47451.78,16429.21,14088.68
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,13,17535.46,8687.84,7998.61
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,19,20281.36,10521.21,8288.78
377 - G.I. HEMORRHAGE W MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,16,24834.56,11765.87,11131.12
377 - G.I. HEMORRHAGE W MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,33,34646.48,13089.57,12299.78
377 - G.I. HEMORRHAGE W MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,27,36563.77,11065,10111.37
377 - G.I. HEMORRHAGE W MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,13,26238.53,10286.92,9336.46
378 - G.I. HEMORRHAGE W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,39,16411.51,7292.02,6513.25
378 - G.I. HEMORRHAGE W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,80,27328.85,8254.96,6818.67
378 - G.I. HEMORRHAGE W CC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,60,19800.56,7055.16,5238.31
378 - G.I. HEMORRHAGE W CC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,33,13547.87,6085.93,5236.12
389 - G.I. OBSTRUCTION W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,22,21103.13,6629.63,5704.9
389 - G.I. OBSTRUCTION W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,30,17543.9,7470.13,6160.2
389 - G.I. OBSTRUCTION W CC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,21,16803.8,5709.38,4694.33
390 - G.I. OBSTRUCTION W/O CC/MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,24,13668.45,4567.2,3630.54
390 - G.I. OBSTRUCTION W/O CC/MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,20,12001.1,4837.85,3595.65
390 - G.I. OBSTRUCTION W/O CC/MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,16,12695.43,4109.12,3053.87
390 - G.I. OBSTRUCTION W/O CC/MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,24,12852,3979.75,2883.45
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,22,20598.9,8435.95,7665.59
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,39,20838.69,8702.51,7868.97
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,20,21887.4,7279.7,6519.15
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,59,18676.18,5180.86,4205.45
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,73,18372.01,6035.16,4173.9
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,45,14577.97,4627.31,3803.57
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,61,15186.03,4461.26,3576.8
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,18,17553.11,7117.33,6492
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,37,26187.67,8434.86,6404
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,13,25459.69,6412.23,5456.84
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,21,35664.47,12670.9,11182.8
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,12,30552,11559,9109.91
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,26,22009.73,8722.53,7373.11
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,13,24125.15,6509.07,5386.92
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,41,157308.63,38687.39,28356.17
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,47,98243.61,30543.87,24086.72
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,17,113715.52,29523.23,22094.52
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,52,68312.92,24150.71,20356.38
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,29,56156.68,20735.13,19729.06
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,14,68910.57,19252.85,18284.85
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,185,77553.02,15902.47,13003.42
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,478,47203.23,16141.88,12847.23
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,224,46501.31,13800.53,11852.41
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,166,65176.83,14203.95,11108.14
473 - CERVICAL SPINAL FUSION W/O CC/MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,15,79306.4,15316.6,14346.2
473 - CERVICAL SPINAL FUSION W/O CC/MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,41,43416.09,15859.75,12175.85
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,39,54464.79,21681.53,20819.89
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,27,54196.4,18481.25,17611.48
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,14,51497.42,18003.78,17282.92
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,23,43623.39,13321.04,12335.52
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,71,39332.3,14087.39,12142.71
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,65,34927.49,11734.07,10672.23
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,21,39142.09,11343.23,10436
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,11,27809.72,10440.27,9519.9
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,18,31903.16,11168.83,10175.05
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,16,29645.5,9483.87,8363.87
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,40,36433.9,7136.5,5861.35
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,156,15946.84,7289.79,5845.59
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,30,25325.33,6396.13,5346
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,18,24533.77,6389.11,4572.05
536 - FRACTURES OF HIP & PELVIS W/O MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,11,15828.27,5080,4053.81
536 - FRACTURES OF HIP & PELVIS W/O MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,19,11630.68,5263.89,4436.52
536 - FRACTURES OF HIP & PELVIS W/O MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,13,11182.07,4260.23,3304.84
536 - FRACTURES OF HIP & PELVIS W/O MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,16,11293.18,4263.68,3287.18
552 - MEDICAL BACK PROBLEMS W/O MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,15,20578.4,5839.2,4793.33
552 - MEDICAL BACK PROBLEMS W/O MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,43,22102.6,6363.48,4955.9
552 - MEDICAL BACK PROBLEMS W/O MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,13,18658.38,5095.76,4145.3
552 - MEDICAL BACK PROBLEMS W/O MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,22,15516.59,5015.18,4046.27
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,11,21561.63,5508.54,4496.9
602 - CELLULITIS W MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,22,35309.9,11172.72,10329.54
603 - CELLULITIS W/O MCC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,43,19181.32,6068.86,4887.46
603 - CELLULITIS W/O MCC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,65,16020.76,6397.33,5374.72
603 - CELLULITIS W/O MCC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,33,14242.06,5137.21,4387.39
603 - CELLULITIS W/O MCC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,51,11835.7,4959.92,4029.78
638 - DIABETES W CC,DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,22,20494.22,5953.04,5161.31
638 - DIABETES W CC,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,19,16427.05,6168.57,5191.42
638 - DIABETES W CC,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,99208,WA - Spokane,13,25451.3,7399.46,4281.53
638 - DIABETES W CC,VALLEY HOSPITAL,SPOKANE,99216,WA - Spokane,15,11861.33,4602.33,4074.06
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",DEACONESS HOSPITAL,SPOKANE,99210,WA - Spokane,22,20962.27,8119.59,6867.9
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,99204,WA - Spokane,41,22985.21,8618.48,7173.46
